step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
236,CASH_OUT,451046.35,C606026521,0.0,0.0,C1267573167,1060958.99,1512005.35,0,0
321,CASH_OUT,149481.41,C337246676,103833.3,0.0,C2052942135,3071236.65,3220718.06,0,0
329,TRANSFER,575714.67,C1686407320,215.0,0.0,C1633322041,1397097.9,1972812.57,0,0
298,PAYMENT,56080.12,C1996825592,41123.0,0.0,M1539914779,0.0,0.0,0,0
139,CASH_IN,147202.58,C873884129,15090.0,162292.58,C1426950286,12854.66,0.0,0,0
254,PAYMENT,2006.73,C76345232,107390.0,105383.27,M581898295,0.0,0.0,0,0
11,CASH_OUT,290093.75,C1610782715,107124.0,0.0,C1641966002,0.0,290093.75,0,0
188,CASH_IN,11626.71,C2101423556,3129521.83,3141148.54,C888861764,1958551.07,1946924.36,0,0
256,CASH_IN,122162.39,C1736765514,3829883.36,3952045.74,C1829919288,6082795.35,5960632.96,0,0
35,PAYMENT,7117.31,C1969181039,0.0,0.0,M732353947,0.0,0.0,0,0
43,PAYMENT,8835.83,C2037557117,346.0,0.0,M736522302,0.0,0.0,0,0
156,CASH_OUT,221714.15,C1629757196,108415.79,0.0,C85153729,1412521.98,1634236.13,0,0
235,PAYMENT,6916.13,C696778997,10319.0,3402.87,M29855015,0.0,0.0,0,0
298,TRANSFER,698698.06,C605290303,37467.0,0.0,C1027419276,25901.1,724599.16,0,0
233,CASH_OUT,277784.33,C1232356327,0.0,0.0,C1500556384,448878.55,726662.88,0,0
211,CASH_OUT,53854.75,C711791819,0.0,0.0,C1120778475,4164165.12,4008466.5,0,0
233,PAYMENT,12459.14,C30652555,0.0,0.0,M388771636,0.0,0.0,0,0
298,PAYMENT,8402.03,C502586495,338825.1,330423.07,M1853324762,0.0,0.0,0,0
350,CASH_OUT,353611.64,C391120430,259202.0,0.0,C371924879,0.0,353611.64,0,0
155,CASH_OUT,16712.1,C123492199,11073.0,0.0,C1980287537,238653.99,255366.1,0,0
350,CASH_OUT,123748.22,C1651058795,0.0,0.0,C1814228558,176009.2,299757.41,0,0
154,CASH_OUT,20662.05,C560905958,0.0,0.0,C1793592225,87634.65,108296.7,0,0
371,CASH_OUT,148116.47,C2068638799,0.0,0.0,C1173761113,2156439.26,2304555.73,0,0
300,PAYMENT,20393.95,C131826448,114308.0,93914.05,M1540295562,0.0,0.0,0,0
42,TRANSFER,623670.29,C1813605745,0.0,0.0,C1239826343,2266524.51,2890194.8,0,0
567,PAYMENT,10416.63,C1304248719,51611.0,41194.37,M940433574,0.0,0.0,0,0
383,CASH_OUT,175811.65,C459680663,238626.16,62814.51,C64155178,1561952.69,1737764.34,0,0
250,CASH_OUT,389233.98,C2046524592,49868.0,0.0,C853706170,717790.08,1107024.05,0,0
394,CASH_IN,141704.41,C1369668852,20121450.62,20263155.03,C2118310926,231918.13,90213.73,0,0
229,CASH_OUT,71758.28,C209344603,0.0,0.0,C1972335962,13122860.31,13194618.59,0,0
228,CASH_OUT,1186018.58,C102937668,0.0,0.0,C517055667,8412496.2,9598514.78,0,0
21,CASH_IN,97589.08,C686105635,7197686.79,7295275.87,C189702681,213308.45,115719.37,0,0
370,CASH_IN,132642.76,C1257430669,4821428.44,4954071.21,C1726239440,155270.98,22628.22,0,0
132,CASH_IN,98870.37,C433758817,978075.34,1076945.7,C1762522675,2541018.23,2442147.86,0,0
282,CASH_OUT,118622.15,C1171820047,0.0,0.0,C1499162832,608236.76,726858.91,0,0
687,TRANSFER,22196.73,C1150089440,0.0,0.0,C858994871,118670.56,140867.29,0,0
202,PAYMENT,9633.68,C887278993,154734.54,145100.86,M835361632,0.0,0.0,0,0
183,CASH_OUT,418015.1,C572722202,0.0,0.0,C162939345,850361.81,1268376.91,0,0
34,TRANSFER,1364310.27,C794455426,20138.0,0.0,C617104840,152481.82,1678138.12,0,0
258,CASH_OUT,363885.72,C1753203731,0.0,0.0,C1227488535,3211775.63,3575661.35,0,0
161,PAYMENT,4568.51,C507632127,10830.0,6261.49,M1167828875,0.0,0.0,0,0
183,PAYMENT,1065.77,C776205411,5724.0,4658.23,M2004213195,0.0,0.0,0,0
165,PAYMENT,12557.96,C1616517190,95900.72,83342.76,M95214875,0.0,0.0,0,0
201,CASH_OUT,74085.07,C178009816,0.0,0.0,C449808896,121471.58,195556.66,0,0
42,CASH_OUT,565085.95,C45323725,163.0,0.0,C1939667134,0.0,565085.95,0,0
380,CASH_IN,125374.01,C2045199106,10714.0,136088.01,C1329585196,122878.55,0.0,0,0
16,PAYMENT,25101.42,C24290721,161619.21,136517.8,M1347826235,0.0,0.0,0,0
141,CASH_OUT,20130.73,C1032972683,0.0,0.0,C1956845365,1950997.55,1971128.28,0,0
404,PAYMENT,12017.29,C791294906,611.0,0.0,M1007636546,0.0,0.0,0,0
306,TRANSFER,480178.6,C1908832658,174.0,0.0,C1061554679,0.0,480178.6,0,0
41,PAYMENT,10304.37,C551208252,24930.16,14625.79,M953844301,0.0,0.0,0,0
379,CASH_OUT,45554.87,C1363940007,121730.0,76175.13,C1275595130,593026.31,638581.17,0,0
260,PAYMENT,6122.2,C1779197860,0.0,0.0,M1987020252,0.0,0.0,0,0
250,PAYMENT,14878.19,C269288043,455636.4,440758.21,M107683446,0.0,0.0,0,0
403,CASH_OUT,100371.88,C1519991385,69948.0,0.0,C1747704643,93598.77,193970.65,0,0
168,TRANSFER,59954.96,C1167998883,0.0,0.0,C1532473193,144265.98,204220.93,0,0
133,CASH_OUT,68628.61,C499378737,0.0,0.0,C1481246275,141982.79,210611.4,0,0
187,PAYMENT,16924.4,C1059232073,124841.0,107916.6,M1736938527,0.0,0.0,0,0
257,TRANSFER,260288.78,C678527568,0.0,0.0,C1606591869,719912.08,980200.86,0,0
33,PAYMENT,5840.59,C1670270094,31039.0,25198.41,M1167946240,0.0,0.0,0,0
372,CASH_OUT,253043.39,C1106889096,0.0,0.0,C173618910,481691.37,734734.76,0,0
298,CASH_OUT,105525.85,C959440745,0.0,0.0,C1242278204,219515.75,325041.6,0,0
188,CASH_OUT,147945.48,C1146585208,9983.0,0.0,C1901329985,0.0,147945.48,0,0
279,CASH_OUT,146180.39,C547797411,2717.0,0.0,C251359691,804045.17,950225.56,0,0
211,CASH_IN,84453.29,C908987646,146123.85,230577.14,C8366891,381923.19,297469.9,0,0
322,TRANSFER,2757170.08,C383017204,0.0,0.0,C2099339743,6642791.38,9399961.46,0,0
404,CASH_OUT,293210.77,C439445225,0.0,0.0,C1447823260,1130939.27,1424150.04,0,0
43,PAYMENT,10588.22,C1631361657,190.0,0.0,M893493010,0.0,0.0,0,0
33,CASH_OUT,549791.13,C945428050,11192.0,0.0,C962878864,1539897.92,2089689.05,0,0
355,CASH_OUT,91152.03,C1433615244,0.0,0.0,C855824878,664101.03,755253.05,0,0
36,CASH_IN,249505.1,C872647208,39475.0,288980.1,C1990219286,1600964.69,1275948.78,0,0
186,PAYMENT,2262.22,C2017665737,0.0,0.0,M752408906,0.0,0.0,0,0
181,CASH_IN,311393.65,C1946110186,9821414.64,10132808.29,C1956756848,9450212.88,9463033.55,0,0
14,CASH_IN,56492.36,C208155136,5051462.28,5107954.64,C851366599,192490.8,135998.44,0,0
187,CASH_IN,152256.3,C955254728,206029.0,358285.3,C794492317,0.0,0.0,0,0
334,TRANSFER,3459665.24,C342179418,0.0,0.0,C474567538,3931464.35,7391129.59,0,0
522,CASH_OUT,219371.47,C1052594526,223380.0,4008.53,C1458545435,92409.92,311781.38,0,0
160,DEBIT,4359.37,C1736151322,0.0,0.0,C658552794,100028.36,104387.73,0,0
358,CASH_IN,404646.34,C684315289,9491498.34,9896144.68,C1723992036,1382632.6,977986.26,0,0
349,CASH_OUT,49862.31,C1050071784,0.0,0.0,C1710964865,8257957.75,8704834.2,0,0
144,PAYMENT,12214.43,C595254441,14636.0,2421.57,M999200603,0.0,0.0,0,0
41,CASH_IN,324397.44,C1459544011,20361.92,344759.36,C381773090,464050.86,139653.42,0,0
217,PAYMENT,616.89,C1071905751,64.0,0.0,M1074868649,0.0,0.0,0,0
9,CASH_OUT,309585.83,C463101749,0.0,0.0,C1009893576,0.0,309585.83,0,0
207,CASH_IN,48656.31,C1734059818,1674265.77,1722922.07,C1971424819,9403626.71,9354970.4,0,0
396,CASH_IN,100044.28,C535928398,80510.0,180554.28,C941323390,587017.08,486972.8,0,0
19,CASH_OUT,79839.33,C852454482,0.0,0.0,C323745438,2620318.2,2829184.05,0,0
214,PAYMENT,6147.83,C187987586,11428.0,5280.17,M281227449,0.0,0.0,0,0
156,CASH_IN,266572.53,C1717470425,11390.0,277962.53,C1318204365,607518.4,340945.87,0,0
19,PAYMENT,18021.47,C25069760,0.0,0.0,M1662059472,0.0,0.0,0,0
380,CASH_OUT,88150.33,C1089752797,30876.0,0.0,C356614279,175336.73,263487.06,0,0
277,TRANSFER,648486.0,C1190722154,0.0,0.0,C1452835989,1140379.5,1788865.5,0,0
204,PAYMENT,20110.47,C41200571,52509.02,32398.55,M1712617146,0.0,0.0,0,0
394,CASH_IN,163696.43,C638874986,1136383.34,1300079.77,C1306765658,467263.38,303566.96,0,0
19,CASH_OUT,13692.6,C2003680888,0.0,0.0,C2070741072,114156.2,127848.8,0,0
283,CASH_IN,315632.7,C1500403516,4666271.51,4981904.21,C58296949,2358397.76,2042765.05,0,0
278,CASH_IN,23419.31,C546000570,238788.97,262208.27,C1679684264,381367.31,357948.0,0,0
302,CASH_OUT,279586.35,C25678462,3550.0,0.0,C1587242505,0.0,279586.35,0,0
400,TRANSFER,249859.37,C110040503,105842.0,0.0,C909411556,0.0,249859.37,0,0
235,PAYMENT,13577.05,C1612058937,10199.0,0.0,M509753160,0.0,0.0,0,0
131,CASH_OUT,470830.31,C1245847255,11093.0,0.0,C904057983,330627.51,801457.82,0,0
194,CASH_OUT,21741.36,C996937120,21741.36,0.0,C2092944197,1291168.87,1312910.22,1,0
40,CASH_IN,57717.51,C1580496348,12905715.56,12963433.06,C93315868,265095.6,207378.09,0,0
185,CASH_OUT,38927.1,C1094465584,0.0,0.0,C1974224519,74506.08,113433.18,0,0
345,CASH_OUT,65795.74,C220425996,357948.0,292152.26,C41619552,0.0,65795.74,0,0
397,CASH_OUT,299582.82,C1967598414,243362.0,0.0,C134198781,558194.5,857777.31,0,0
205,TRANSFER,111324.23,C2071677962,69493.0,0.0,C1458506058,533020.34,644344.57,0,0
307,PAYMENT,9972.49,C1266996499,49868.0,39895.51,M282884553,0.0,0.0,0,0
300,PAYMENT,3424.04,C399083773,0.0,0.0,M332050887,0.0,0.0,0,0
311,TRANSFER,667049.77,C1301794301,147495.0,0.0,C1643616965,0.0,667049.77,0,0
153,PAYMENT,8074.81,C1915419988,2521.0,0.0,M1205413083,0.0,0.0,0,0
45,TRANSFER,99248.39,C1193840397,0.0,0.0,C1297879685,436371.91,535620.3,0,0
214,CASH_OUT,64687.2,C302467598,64269.0,0.0,C502020140,59555.78,124242.98,0,0
302,TRANSFER,3605467.02,C378008113,0.0,0.0,C1168215346,3875643.4,7481110.42,0,0
187,TRANSFER,800978.5,C828294665,0.0,0.0,C388392873,1699016.5,2499995.0,0,0
7,CASH_OUT,222190.68,C512417158,0.0,0.0,C1671179293,669932.79,686937.33,0,0
399,CASH_OUT,68801.75,C143041014,11015.0,0.0,C41258805,271369.57,340171.32,0,0
139,CASH_OUT,133842.08,C1882804267,176800.0,42957.92,C1085309563,2305777.86,2439619.94,0,0
230,CASH_OUT,404501.84,C123604892,852.0,0.0,C1269405,47666.3,993602.55,0,0
659,CASH_IN,148894.65,C614522786,117544.0,266438.65,C1656127742,842954.04,694059.39,0,0
23,PAYMENT,6458.78,C1989891131,0.0,0.0,M1897717581,0.0,0.0,0,0
209,PAYMENT,5896.48,C1404973584,635204.03,629307.55,M1940031409,0.0,0.0,0,0
38,CASH_OUT,446512.88,C856307983,14981.0,0.0,C1482271059,0.0,446512.88,0,0
397,PAYMENT,4827.11,C1538228565,36578.0,31750.89,M978223607,0.0,0.0,0,0
404,PAYMENT,332.83,C1566335263,42165.0,41832.17,M1476135005,0.0,0.0,0,0
349,CASH_IN,169712.05,C1191449612,4942713.52,5112425.56,C1302049972,4442891.28,4273179.23,0,0
348,CASH_OUT,45647.92,C516885539,14772.0,0.0,C95277180,940729.58,986377.5,0,0
37,CASH_IN,139627.73,C2102896837,173375.45,313003.18,C2051941954,665590.59,1028023.22,0,0
396,CASH_IN,339442.24,C1625887798,174.0,339616.24,C67142686,746255.69,406813.45,0,0
694,PAYMENT,8026.71,C1519348077,32493.0,24466.29,M1258892780,0.0,0.0,0,0
138,CASH_IN,75315.24,C1382546717,5542642.67,5617957.91,C1474695154,76569.16,1253.92,0,0
212,CASH_OUT,67406.7,C1077162065,606866.0,539459.3,C704769863,16960.88,144525.35,0,0
36,CASH_IN,200797.81,C1225368348,12959.0,213756.81,C1238735674,652397.97,451600.17,0,0
382,CASH_IN,428851.19,C338817827,11195918.41,11624769.61,C1185231911,712011.02,283159.82,0,0
401,CASH_OUT,95717.2,C983400968,0.0,0.0,C2133136176,125586.23,221303.43,0,0
209,CASH_OUT,158526.7,C1619769466,0.0,0.0,C451501105,424990.34,583517.04,0,0
284,TRANSFER,353053.63,C2037933790,0.0,0.0,C826652649,2346461.4,2699515.03,0,0
279,CASH_IN,84978.56,C997368355,22186751.89,22271730.44,C458404998,555447.1,470468.55,0,0
165,CASH_IN,55535.12,C1788889354,4013778.12,4069313.25,C208365201,56816.34,1281.22,0,0
323,PAYMENT,47455.53,C1871321283,101767.0,54311.47,M526349179,0.0,0.0,0,0
235,CASH_IN,149336.01,C394467675,591122.0,740458.01,C52230370,0.0,0.0,0,0
350,PAYMENT,1501.41,C332196186,0.0,0.0,M497265360,0.0,0.0,0,0
403,CASH_IN,134786.91,C1769124962,407350.0,542136.91,C1802025505,251970.83,117183.92,0,0
378,PAYMENT,40178.4,C61155241,0.0,0.0,M1320964521,0.0,0.0,0,0
227,CASH_OUT,242676.56,C1885878573,0.0,0.0,C1690339503,406315.31,648991.87,0,0
380,PAYMENT,3158.28,C1452855182,276.0,0.0,M1351609462,0.0,0.0,0,0
163,CASH_OUT,263114.42,C277372219,0.0,0.0,C845384183,862772.44,1125886.86,0,0
371,CASH_IN,2404.76,C51434566,405923.3,408328.06,C694710233,75940.28,73535.52,0,0
396,CASH_OUT,128531.37,C522057018,35609.0,0.0,C1954584147,206130.92,334662.28,0,0
321,PAYMENT,17303.02,C1491174795,68981.0,51677.98,M1973262727,0.0,0.0,0,0
190,CASH_IN,102789.37,C600675876,2175374.06,2278163.43,C603035641,220464.34,117674.97,0,0
188,CASH_OUT,139760.77,C811900140,0.0,0.0,C1368943311,986667.88,1126428.66,0,0
34,CASH_OUT,182389.57,C255312959,0.0,0.0,C560044727,1900026.09,1708246.14,0,0
156,PAYMENT,384.03,C1030272012,0.0,0.0,M413894484,0.0,0.0,0,0
304,TRANSFER,326972.12,C1712655464,0.0,0.0,C1645783756,349020.29,675992.41,0,0
349,PAYMENT,20551.74,C2015691208,159525.0,138973.26,M1674026257,0.0,0.0,0,0
217,PAYMENT,9957.45,C1730457413,1155.0,0.0,M1656031149,0.0,0.0,0,0
495,CASH_OUT,101404.0,C952429876,25372.0,0.0,C1645531441,541221.55,642625.55,0,0
162,TRANSFER,307784.7,C750731799,51974.0,0.0,C1711420639,36048.23,343832.93,0,0
36,PAYMENT,10730.79,C42790570,41565.0,30834.21,M1570527751,0.0,0.0,0,0
184,CASH_OUT,377935.93,C661458039,543.0,0.0,C936227772,0.0,377935.93,0,0
369,TRANSFER,288186.18,C518726614,0.0,0.0,C1998478379,1833994.69,2122180.87,0,0
262,TRANSFER,192329.94,C1372289817,0.0,0.0,C217898425,1477828.32,1670158.25,0,0
378,CASH_OUT,125487.34,C392150231,0.0,0.0,C427095096,966055.02,1091542.36,0,0
274,CASH_OUT,391549.4,C1551009568,0.0,0.0,C1613669676,504410.45,895959.84,0,0
210,TRANSFER,1493020.4,C1369014965,0.0,0.0,C2026351270,3103277.82,4596298.22,0,0
16,CASH_IN,45836.78,C1943537469,9338506.83,9384343.6,C519199706,1777570.72,1731733.94,0,0
332,CASH_IN,238470.63,C1631784181,5921649.88,6160120.51,C1269628996,1773926.42,1535455.79,0,0
251,PAYMENT,39824.3,C57729282,55567.0,15742.7,M1366433980,0.0,0.0,0,0
255,TRANSFER,555369.81,C1354575489,299510.0,0.0,C1949889511,1331373.25,1886743.06,0,0
378,PAYMENT,13602.42,C1653306045,19045.0,5442.58,M1230672566,0.0,0.0,0,0
19,PAYMENT,14199.85,C1171106773,222537.06,208337.2,M1340911042,0.0,0.0,0,0
306,PAYMENT,4342.44,C656148476,0.0,0.0,M190024207,0.0,0.0,0,0
251,CASH_OUT,259481.08,C1400677341,202846.0,0.0,C1950565411,523153.78,804534.0,0,0
304,PAYMENT,16637.38,C1618993513,37490.0,20852.62,M1858998541,0.0,0.0,0,0
348,PAYMENT,3505.17,C245886831,10339.0,6833.83,M764490803,0.0,0.0,0,0
255,CASH_IN,75482.13,C298006418,22198071.49,22273553.62,C1916128181,109553.16,34071.03,0,0
188,PAYMENT,631.78,C1258235077,213890.56,213258.78,M1039258566,0.0,0.0,0,0
238,CASH_OUT,76959.71,C601146078,24887.57,0.0,C669359261,1783250.06,1860209.77,0,0
231,CASH_IN,141345.17,C324763313,22603282.06,22744627.23,C1906159233,263772.36,122427.19,0,0
401,PAYMENT,8537.05,C1284770319,178514.5,169977.45,M672885057,0.0,0.0,0,0
231,TRANSFER,208002.72,C7807988,0.0,0.0,C57260900,345217.71,553220.43,0,0
133,CASH_OUT,127295.82,C1260704116,0.0,0.0,C1703923334,773533.57,900829.39,0,0
132,CASH_OUT,192495.63,C1838349822,0.0,0.0,C826072367,199381.0,391876.63,0,0
159,PAYMENT,7498.06,C2030807212,7020.7,0.0,M271850055,0.0,0.0,0,0
354,PAYMENT,10440.14,C710973057,6080.0,0.0,M1511822011,0.0,0.0,0,0
374,PAYMENT,26106.8,C845256542,9924.23,0.0,M1127871440,0.0,0.0,0,0
45,CASH_OUT,4363.51,C1658168150,0.0,0.0,C1179115152,9850.95,14214.46,0,0
187,CASH_OUT,315252.18,C174465337,0.0,0.0,C966260208,493953.19,809205.37,0,0
249,CASH_IN,159126.3,C829423518,159664.0,318790.3,C867216411,2022472.0,1863345.71,0,0
305,CASH_OUT,60511.46,C386088422,33240.0,0.0,C1180963754,1133808.84,1194320.3,0,0
164,CASH_IN,59214.86,C747727659,9519643.45,9578858.31,C801156385,2372422.14,2313207.28,0,0
236,PAYMENT,20826.04,C17291300,43756.74,22930.7,M272025637,0.0,0.0,0,0
258,CASH_IN,301023.67,C1891673572,1244175.18,1545198.84,C110753720,2408216.76,2107193.1,0,0
132,CASH_OUT,283293.62,C2138631078,10428.0,0.0,C426469482,111928.96,395222.59,0,0
13,CASH_IN,46061.01,C607847036,4060242.41,4106303.42,C1300519073,5798225.2,5752164.19,0,0
161,CASH_IN,41867.16,C1568101899,3639005.1,3680872.26,C1107259610,3516271.04,3474403.89,0,0
330,TRANSFER,87014.25,C1667809427,0.0,0.0,C1333684569,5180936.13,5267950.38,0,0
550,PAYMENT,4346.37,C1718783678,12284.0,7937.63,M476319325,0.0,0.0,0,0
240,PAYMENT,2406.09,C975000875,21682.0,19275.91,M1131701297,0.0,0.0,0,0
398,CASH_OUT,94900.07,C1589392166,0.0,0.0,C1630967196,150521.03,245421.1,0,0
210,TRANSFER,1461954.5,C239719702,0.0,0.0,C2021595908,29125256.27,30587210.77,0,0
278,CASH_OUT,354108.2,C1817234506,0.0,0.0,C699115483,2078658.92,2432767.13,0,0
352,CASH_OUT,94295.76,C931637699,206409.0,112113.24,C837865849,1650905.36,1745201.11,0,0
405,CASH_OUT,25364.63,C799041313,1280.0,0.0,C277932748,63511.32,88875.95,0,0
370,PAYMENT,14673.69,C1707864849,830.0,0.0,M418368073,0.0,0.0,0,0
406,PAYMENT,6540.99,C1985951326,99682.0,93141.01,M1871109301,0.0,0.0,0,0
11,DEBIT,3543.57,C425771043,57807.0,54263.43,C1067360446,3020095.23,3279878.92,0,0
154,CASH_OUT,21495.73,C1092718867,90513.0,69017.27,C3499771,252605.0,0.0,0,0
377,CASH_IN,7391.58,C709079212,41790.0,49181.58,C1702501932,487672.9,480281.32,0,0
188,CASH_IN,140625.24,C1418387152,2003073.97,2143699.21,C1329641826,3568194.72,3427569.48,0,0
258,CASH_OUT,223729.42,C569460230,0.0,0.0,C1526264394,555424.5,779153.92,0,0
406,CASH_OUT,527131.4,C1784336399,284716.85,0.0,C1817614945,4053643.88,4580775.28,0,0
349,TRANSFER,2140252.85,C1600910529,213.0,0.0,C729607273,1518255.25,3658508.1,0,0
40,CASH_OUT,152748.55,C1422891472,0.0,0.0,C1110799309,1923534.44,2076282.98,0,0
15,PAYMENT,11739.09,C447169948,66917.0,55177.91,M985179319,0.0,0.0,0,0
14,CASH_OUT,222264.21,C2007464110,11172.0,0.0,C1220120894,122189.89,141973.2,0,0
19,PAYMENT,1112.13,C100547183,7341.73,6229.6,M102735963,0.0,0.0,0,0
34,TRANSFER,264197.93,C18818511,0.0,0.0,C2068262728,5225839.54,5490037.48,0,0
393,PAYMENT,20349.95,C138746088,157669.67,137319.71,M517615692,0.0,0.0,0,0
164,CASH_OUT,105961.38,C1461571565,0.0,0.0,C981261533,5549917.5,5655878.88,0,0
138,CASH_IN,171020.3,C993065990,20349.0,191369.3,C169381752,2061260.97,1890240.67,0,0
33,CASH_IN,155868.43,C1037275379,31498.0,187366.43,C1748432192,760939.92,275347.11,0,0
260,CASH_OUT,187605.85,C84051061,160539.0,0.0,C1482647959,338564.44,526170.29,0,0
255,CASH_OUT,19176.96,C957515919,11432.0,0.0,C967996035,0.0,19176.96,0,0
322,CASH_IN,37188.31,C915998042,3851834.07,3889022.38,C1483114696,154521.87,117333.56,0,0
332,CASH_IN,10636.99,C873042978,15936.0,26572.99,C1941960795,4774144.03,4763507.03,0,0
142,PAYMENT,10004.16,C1316837612,0.0,0.0,M1499454809,0.0,0.0,0,0
46,PAYMENT,4882.72,C1441262227,106952.0,102069.28,M166205765,0.0,0.0,0,0
170,CASH_IN,153666.93,C437723827,2271100.97,2424767.9,C128130371,183361.33,29694.4,0,0
185,CASH_OUT,39606.25,C1230334756,0.0,0.0,C202046934,137684.28,177290.53,0,0
310,PAYMENT,5930.39,C937263431,23829.0,17898.61,M1356263170,0.0,0.0,0,0
280,CASH_OUT,54546.04,C1837400510,133538.0,78991.96,C283916490,244186.71,298732.75,0,0
298,PAYMENT,17855.21,C715194629,253464.17,235608.96,M2101302399,0.0,0.0,0,0
205,CASH_OUT,114912.15,C271276495,0.0,0.0,C1016082330,145238.15,260150.3,0,0
371,PAYMENT,5015.92,C1817403294,0.0,0.0,M160395466,0.0,0.0,0,0
428,CASH_OUT,41508.59,C493314074,0.0,0.0,C470635719,123014.83,164523.42,0,0
349,PAYMENT,7600.81,C90211300,100567.0,92966.19,M1818424932,0.0,0.0,0,0
355,PAYMENT,2550.67,C966137996,38303.55,35752.88,M1923798614,0.0,0.0,0,0
311,PAYMENT,3550.78,C1193153552,54804.0,51253.22,M1986074818,0.0,0.0,0,0
236,CASH_IN,171587.95,C1211092962,21426.0,193013.95,C1156771761,426186.4,254598.45,0,0
203,CASH_OUT,82034.26,C546026911,0.0,0.0,C1832925326,122619.77,204654.02,0,0
96,PAYMENT,6341.33,C1880675047,46970.0,40628.67,M1824699596,0.0,0.0,0,0
204,CASH_OUT,220458.38,C1191838628,14487.0,0.0,C790950219,0.0,220458.38,0,0
380,PAYMENT,4804.43,C1569766795,485208.46,480404.03,M1535148850,0.0,0.0,0,0
211,CASH_OUT,80773.68,C1077549393,0.0,0.0,C363475076,256512.38,337286.06,0,0
404,CASH_OUT,352944.57,C508834954,0.0,0.0,C1376404245,430374.83,783319.4,0,0
399,PAYMENT,26383.51,C157799295,21299.64,0.0,M363711292,0.0,0.0,0,0
204,CASH_OUT,63507.93,C1774978213,0.0,0.0,C934020549,247443.31,310951.23,0,0
599,CASH_IN,64768.57,C235424193,6074883.31,6139651.88,C798596271,272214.73,207446.16,0,0
280,TRANSFER,320912.39,C1655592876,11395.0,0.0,C1413294639,487673.33,808585.72,0,0
41,CASH_OUT,49620.53,C53941969,17874.0,0.0,C133833500,1057941.57,1107562.1,0,0
139,PAYMENT,8433.49,C908999374,0.0,0.0,M440918814,0.0,0.0,0,0
380,PAYMENT,10816.69,C1375346708,0.0,0.0,M1599825718,0.0,0.0,0,0
187,PAYMENT,478.18,C905365112,0.0,0.0,M842566872,0.0,0.0,0,0
177,CASH_IN,48819.15,C1928489005,22349909.15,22398728.29,C1426796717,600258.9,551439.76,0,0
252,TRANSFER,143056.97,C828886640,0.0,0.0,C304573063,371077.11,514134.07,0,0
42,CASH_OUT,308850.01,C1432528517,30748.0,0.0,C494875501,53143.0,0.0,0,0
355,CASH_IN,123840.24,C2061361132,4083.0,127923.24,C1281921762,1591615.84,1467775.61,0,0
14,CASH_IN,233268.59,C56089994,57441.91,290710.5,C1505695691,0.0,0.0,0,0
325,PAYMENT,1076.47,C682432530,221072.56,219996.09,M685933349,0.0,0.0,0,0
11,CASH_IN,285130.65,C93333876,215491.98,500622.63,C1997221282,9858915.77,9573785.11,0,0
38,CASH_OUT,151.98,C1352175990,0.0,0.0,C575717050,5360405.76,5360557.74,0,0
667,CASH_IN,248748.56,C524194053,2139490.49,2388239.05,C395354582,909930.77,661182.21,0,0
301,PAYMENT,38526.3,C374377775,12005.0,0.0,M1612232721,0.0,0.0,0,0
691,TRANSFER,557179.16,C2054321338,62129.0,0.0,C1837281785,180094.68,737273.84,0,0
306,TRANSFER,215584.04,C1146069636,0.0,0.0,C214670449,668586.42,943767.85,0,0
210,PAYMENT,3258.35,C1447915662,0.0,0.0,M47007537,0.0,0.0,0,0
189,PAYMENT,176.33,C128157982,0.0,0.0,M1193216060,0.0,0.0,0,0
307,CASH_OUT,50489.07,C464949081,25222.0,0.0,C1029126879,0.0,50489.07,0,0
209,CASH_OUT,301586.3,C714806270,34221.0,0.0,C311061031,0.0,301586.3,0,0
375,CASH_OUT,180724.56,C926730013,0.0,0.0,C244386981,460021.65,640746.21,0,0
299,PAYMENT,67796.16,C11646107,443388.0,375591.84,M2107555172,0.0,0.0,0,0
211,CASH_OUT,61587.22,C1905385098,115161.0,53573.78,C1878194739,123592.03,185179.25,0,0
161,PAYMENT,20649.78,C830092521,0.0,0.0,M1905706175,0.0,0.0,0,0
181,PAYMENT,28437.34,C1952148727,6883.0,0.0,M1809340857,0.0,0.0,0,0
163,CASH_IN,158437.36,C2076860469,12639112.69,12797550.05,C737265246,426612.45,268175.09,0,0
379,PAYMENT,8624.26,C1940736175,0.0,0.0,M767016503,0.0,0.0,0,0
237,CASH_OUT,116864.93,C1071050660,459.0,0.0,C1109489784,2916123.42,3032988.35,0,0
187,CASH_IN,96476.77,C1151929879,2952856.43,3049333.2,C1399067181,1023839.3,927362.53,0,0
327,CASH_OUT,143143.28,C1480054741,0.0,0.0,C1745750507,5828314.11,5971457.39,0,0
216,PAYMENT,6271.42,C691810810,5741.0,0.0,M1361794964,0.0,0.0,0,0
286,CASH_IN,116300.06,C349679491,4022.0,120322.06,C155510725,2843144.65,2726844.59,0,0
19,CASH_IN,134196.41,C1368558112,4188784.39,4322980.8,C1443725792,2918804.88,2653220.68,0,0
589,CASH_OUT,224418.31,C1086643214,11931.0,0.0,C209177033,0.0,224418.31,0,0
250,CASH_IN,109760.38,C2096127697,10660385.04,10770145.42,C12314793,2593439.81,2345988.38,0,0
284,PAYMENT,11177.57,C1271838222,905526.0,894348.43,M1227145244,0.0,0.0,0,0
